Name,Country,Date,Gender,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score,Total_Score
Thierno Diallo,ESP,2023-06-04,m,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",PH,5.0,5.9,7.0,0.0,12.9,12.9
Thierno Diallo,ESP,2023-06-04,m,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",SR,6.0,4.7,8.4,0.0,13.1,13.100000000000001
Thierno Diallo,ESP,2023-06-04,m,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",SR,7.0,4.7,8.15,0.0,12.85,12.850000000000001
Dusan Djordjevic,None,2023-06-11,m,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,15.0,5.8,7.5,0.0,13.3,13.3
Dusan Djordjevic,None,2023-06-11,m,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT1,10.0,5.2,7.85,0.0,13.05,13.05
Dusan Djordjevic,None,2023-06-11,m,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT2,10.0,5.2,9.1,0.0,14.3,14.3
Isaiah Drake,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",FX,0.0,5.4,8.45,0.0,13.85,13.85
Isaiah Drake,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",FX,0.0,5.4,8.3,0.0,13.7,13.700000000000001
Isaiah Drake,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",HB,0.0,4.9,7.7,0.0,12.6,12.600000000000001
Isaiah Drake,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",HB,0.0,4.9,7.45,0.0,12.35,12.350000000000001
Isaiah Drake,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",PB,0.0,5.1,8.4,0.0,13.5,13.5
Isaiah Drake,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",PB,0.0,5.1,8.4,0.0,13.5,13.5
Isaiah Drake,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",PH,0.0,4.7,7.05,0.0,11.75,11.75
Isaiah Drake,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",PH,0.0,5.0,7.6,0.0,12.6,12.6
Isaiah Drake,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",SR,0.0,5.2,8.2,0.0,13.4,13.399999999999999
Isaiah Drake,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",SR,0.0,5.2,8.35,0.0,13.55,13.55
Isaiah Drake,USA,2022-08-20,m,2022 U.S. Championships,qual,"Tampa, FL",VT,0.0,5.2,8.9,0.0,14.1,14.100000000000001
Isaiah Drake,USA,2022-08-20,m,2022 U.S. Championships,final,"Tampa, FL",VT,0.0,5.2,8.8,0.1,13.9,13.9
Isaiah Drake,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",FX,15.0,5.4,7.75,0.0,13.15,13.15
Isaiah Drake,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",HB,14.0,4.6,8.35,0.0,12.95,12.95
Isaiah Drake,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",PB,22.0,5.2,7.65,0.0,12.85,12.850000000000001
Isaiah Drake,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",PH,20.0,5.0,7.7,0.0,12.7,12.7
Isaiah Drake,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",SR,29.0,4.7,7.45,0.0,12.15,12.15
Isaiah Drake,USA,2022-02-27,m,2022 Winter Cup,AAfinal,"Frisco, Texas",VT,11.0,5.2,9.05,0.0,14.25,14.25
Isaiah Drake,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",FX,0.0,5.6,7.15,0.0,12.75,12.75
Isaiah Drake,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",FX,0.0,5.6,8.4,0.0,14.0,14.0
Isaiah Drake,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",HB,0.0,5.0,8.05,0.0,13.05,13.05
Isaiah Drake,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",HB,0.0,4.7,7.2,0.0,11.9,11.9
Isaiah Drake,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",PB,0.0,5.1,7.85,0.0,12.95,12.95
Isaiah Drake,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",PB,0.0,5.1,8.65,0.0,13.75,13.75
Isaiah Drake,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",PH,0.0,5.2,6.95,0.0,12.15,12.15
Isaiah Drake,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",PH,0.0,4.9,7.1,0.0,12.0,12.0
Isaiah Drake,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",SR,0.0,5.3,6.95,0.0,12.25,12.25
Isaiah Drake,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",SR,0.0,5.2,8.15,0.0,13.35,13.350000000000001
Isaiah Drake,USA,2023-08-27,m,2023 U.S. Championships,qual,"San Jose, CA",VT,0.0,5.2,8.5,0.1,13.6,13.6
Isaiah Drake,USA,2023-08-27,m,2023 U.S. Championships,final,"San Jose, CA",VT,0.0,5.2,9.25,0.0,14.45,14.45
Isaiah Drake,USA,2023-02-26,m,2023 Winter Cup,AAfinal,"Louisville, Kentucky",HB,23.0,4.9,6.65,0.0,11.55,11.55
Isaiah Drake,USA,2023-02-26,m,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PB,13.0,4.8,8.75,0.0,13.55,13.55
Isaiah Drake,USA,2023-02-26,m,2023 Winter Cup,AAfinal,"Louisville, Kentucky",PH,22.0,5.0,7.15,0.0,12.15,12.15
Isaiah Drake,USA,2023-02-26,m,2023 Winter Cup,AAfinal,"Louisville, Kentucky",SR,10.0,4.9,8.5,0.0,13.4,13.4
Isaiah Drake,USA,2023-02-26,m,2023 Winter Cup,AAfinal,"Louisville, Kentucky",VT,0.0,5.2,8.95,0.0,14.15,14.149999999999999
Xheni Dyrmishi,AUT,2023-06-11,m,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",PH,24.0,5.2,7.05,0.0,12.25,12.25
Xheni Dyrmishi,AUT,2023-06-04,m,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",PH,8.0,5.4,6.8,0.0,12.2,12.2
Xheni Dyrmishi,AUT,2023-06-04,m,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",PH,6.0,5.1,8.25,0.0,13.35,13.35
Jacob EDWARDS,WAL,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",FX,5.0,5.5,7.85,0.0,13.35,13.35
Jacob EDWARDS,WAL,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,10.0,5.7,7.5,0.0,13.2,13.2
Jacob EDWARDS,WAL,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",HB,14.0,4.1,8.1,0.0,12.2,12.2
Jacob EDWARDS,WAL,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",PB,14.0,4.4,7.7,0.0,12.1,12.100000000000001
Jacob EDWARDS,WAL,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,28.0,4.4,8.2,0.0,12.6,12.6
Jacob EDWARDS,WAL,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",PH,11.0,4.6,8.25,0.0,12.85,12.85
Jacob EDWARDS,WAL,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,25.0,4.9,6.95,0.0,11.85,11.850000000000001
Jacob EDWARDS,WAL,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",SR,9.0,4.5,8.3,0.0,12.8,12.8
Jacob EDWARDS,WAL,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,19.0,4.5,8.45,0.0,12.95,12.95
Jacob EDWARDS,WAL,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,11.0,5.2,8.5,0.1,13.6,13.6
Jacob EDWARDS,WAL,,m,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,0.0,5.2,7.85,0.0,13.05,13.05
Jacob EDWARDS,WAL,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",hb,23.0,4.1,8.1,0.0,12.2,12.2
Jacob Guest EDWARDS,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,0.0,5.4,8.07,0.0,13.466,13.47
Jacob Guest EDWARDS,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,0.0,3.9,8.67,0.0,12.566,12.57
Jacob Guest EDWARDS,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,0.0,4.4,8.83,0.0,13.233,13.23
Jacob Guest EDWARDS,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,0.0,4.4,8.0,0.0,12.4,12.4
Jacob Guest EDWARDS,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,0.0,4.5,7.27,0.0,11.766,11.77
Jacob Guest EDWARDS,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,0.0,4.0,9.43,0.0,13.433,13.43
Jacob Guest EDWARDS,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",VT2,0.0,5.2,8.63,0.0,13.833,13.830000000000002
Ahmed ELMARAGHY,EGY,2023-03-12,m,FIG Apparatus World Cup 2023,final,"Baku, Azerbaijan",HB,7.0,5.3,7.166,0.0,12.466,12.466000000000001
Ahmed ELMARAGHY,EGY,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",HB,8.0,5.5,8.1,0.0,13.6,13.6
Ahmed ELMARAGHY,EGY,2023-04-30,m,FIG Apparatus World Cup 2023,final,"Cairo, Egypt",HB,5.0,5.7,7.466,0.0,13.166,13.166
Ahmed ELMARAGHY,EGY,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",HB,2.0,5.7,8.366,0.0,14.066,14.065999999999999
Ahmed ELMARAGHY,EGY,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",HB,43.0,5.0,5.9,0.0,10.9,10.9
Ahmed ELMARAGHY,EGY,2023-03-04,m,FIG Apparatus World Cup 2023,final,"Doha, Qatar",HB,3.0,5.5,8.466,0.0,13.966,13.966
Ahmed ELMARAGHY,EGY,2023-03-04,m,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",HB,8.0,5.5,8.033,0.0,13.533,13.533
None ELPITIYA BADALG D,SRI,,m,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,0.0,4.4,8.5,0.1,12.8,12.8
William EMARD,CAN,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,20.0,5.7,8.4,0.0,14.1,14.100000000000001
William EMARD,CAN,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,93.0,4.4,7.533,0.0,11.933,11.933
William EMARD,CAN,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,23.0,5.2,9.2,0.0,14.4,14.399999999999999
William EMARD,CAN,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,final,"Stuttgart, Germany",FX,5.0,5.7,7.666,0.0,13.366,13.366
William EMARD,CAN,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,3.0,5.7,8.75,0.0,14.45,14.45
William EMARD,CAN,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,41.0,4.8,7.65,0.0,12.45,12.45
William EMARD,CAN,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,35.0,5.2,7.95,0.0,13.15,13.15
William EMARD,CAN,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,26.0,4.7,7.8,0.0,12.5,12.5
William EMARD,CAN,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,31.0,5.0,8.15,0.0,13.15,13.15
William EMARD,CAN,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,15.0,5.2,9.35,0.0,14.55,14.55
William EMARD,CAN,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,15.0,0.0,0.0,0.0,0.0,0.0
Khabibullo ERGASHEV,UZB,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",FX,86.0,4.9,7.8,0.0,12.7,12.7
Khabibullo ERGASHEV,UZB,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",HB,123.0,4.6,6.866,0.0,11.466,11.466
Khabibullo ERGASHEV,UZB,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PB,98.0,5.2,7.633,0.0,12.833,12.833
Khabibullo ERGASHEV,UZB,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",PH,20.0,5.6,8.0,0.0,13.6,13.6
Khabibullo ERGASHEV,UZB,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",SR,86.0,4.6,8.0,0.0,12.6,12.6
Khabibullo ERGASHEV,UZB,2022-11-06,m,2022 51st FIG Artistic Gymnastics World Championships,qual,"Liverpool, England",VT1,73.0,4.8,8.9,0.0,13.7,13.7
Khabibullo ERGASHEV,UZB,2023-05-28,m,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",HB,13.0,4.6,8.1,0.0,12.7,12.7
Khabibullo ERGASHEV,UZB,2023-05-28,m,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",PB,10.0,5.1,8.4,0.0,13.5,13.5
Khabibullo ERGASHEV,UZB,2023-05-28,m,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",SR,10.0,4.6,8.25,0.0,12.85,12.85
Khabibullo ERGASHEV,UZB,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",HB,28.0,4.6,7.533,0.0,12.133,12.133
Khabibullo ERGASHEV,UZB,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",PB,15.0,5.1,8.033,0.0,13.133,13.133
Khabibullo ERGASHEV,UZB,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",PH,14.0,5.5,8.333,0.0,13.833,13.833
Khabibullo ERGASHEV,UZB,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",SR,22.0,4.6,8.266,0.0,12.866,12.866
Usukhbayar ERKHEMBAYAR,MGL,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",FX,29.0,5.5,7.3,0.2,12.6,12.600000000000001
Usukhbayar ERKHEMBAYAR,MGL,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,26.0,5.4,7.833,0.1,13.133,13.133000000000001
Usukhbayar ERKHEMBAYAR,MGL,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",HB,40.0,4.0,6.966,0.0,10.966,10.966000000000001
Usukhbayar ERKHEMBAYAR,MGL,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",HB,29.0,4.2,7.633,0.0,11.833,11.833
Usukhbayar ERKHEMBAYAR,MGL,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",PB,36.0,4.3,6.833,0.0,11.133,11.133
Usukhbayar ERKHEMBAYAR,MGL,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PB,30.0,4.5,7.866,0.0,12.366,12.366
Usukhbayar ERKHEMBAYAR,MGL,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",PH,39.0,4.9,7.033,0.0,11.933,11.933
Usukhbayar ERKHEMBAYAR,MGL,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",PH,31.0,5.3,7.8,0.0,13.1,13.1
Usukhbayar ERKHEMBAYAR,MGL,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",SR,39.0,3.9,7.4,0.3,11.0,11.0
Usukhbayar ERKHEMBAYAR,MGL,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",SR,35.0,4.1,7.933,0.0,12.033,12.033
Usukhbayar ERKHEMBAYAR,MGL,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT1,30.0,4.8,8.933,0.0,13.733,13.733
Usukhbayar ERKHEMBAYAR,MGL,2023-02-26,m,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",VT2,30.0,4.0,9.0,0.0,13.0,13.0
Usukhbayar ERKHEMBAYAR,MGL,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",VT1,19.0,4.8,9.2,0.0,14.0,14.0
Usukhbayar ERKHEMBAYAR,MGL,2023-03-12,m,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",VT2,19.0,4.0,9.433,0.0,13.433,13.433
Jose ESCANDON,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,19.0,4.5,7.0,0.0,11.5,11.5
Jose ESCANDON,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,21.0,5.7,6.6,0.0,12.3,12.3
Jose ESCANDON,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,15.0,5.0,7.15,0.0,12.15,12.15
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,6.0,5.4,7.7,0.0,13.1,13.100000000000001
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",FX,4.0,5.7,8.0,0.3,13.4,13.399999999999999
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,2.0,5.8,8.05,0.0,13.85,13.850000000000001
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",HB,1.0,5.6,8.15,0.0,13.75,13.75
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",HB,1.0,5.6,8.2,0.0,13.8,13.799999999999999
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,1.0,5.6,7.6,0.0,13.2,13.2
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PB,1.0,5.8,8.35,0.0,14.15,14.149999999999999
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,17.0,5.6,6.95,0.0,12.55,12.55
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",PH,5.0,4.5,7.8,0.0,12.3,12.3
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",PH,6.0,4.5,6.85,0.0,11.35,11.35
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,6.0,4.8,7.85,0.0,12.65,12.649999999999999
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",SR,11.0,4.2,7.55,0.0,11.75,11.75
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,6.0,4.3,8.05,0.0,12.35,12.350000000000001
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT1,2.0,4.8,9.25,0.0,14.05,14.05
Diorges ESCOBAR,CUB,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,7.0,4.8,9.0,0.0,13.8,13.8
Kevin ESPINOSA,PAN,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,31.0,3.8,6.55,0.0,10.35,10.35
Kevin ESPINOSA,PAN,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",HB,0.0,0.0,0.0,0.0,0.0,0.0
Kevin ESPINOSA,PAN,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PB,31.0,3.6,6.75,0.0,10.35,10.35
Kevin ESPINOSA,PAN,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",PH,0.0,0.0,0.0,0.0,0.0,0.0
Kevin ESPINOSA,PAN,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",SR,0.0,0.0,0.0,0.0,0.0,0.0
Kevin ESPINOSA,PAN,2023-06-28,m,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT1,0.0,0.0,0.0,0.0,0.0,0.0
Mia EVANS,WAL,,m,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,0.0,4.2,8.9,0.0,13.1,13.100000000000001
Benjamin EYRE,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,16.0,5.3,7.8,0.0,13.1,13.1
Benjamin EYRE,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,29.0,4.4,6.9,0.0,11.3,11.3
Benjamin EYRE,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",PB,24.0,4.8,6.9,0.0,11.7,11.7
Benjamin EYRE,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,14.0,4.0,7.55,0.0,11.55,11.55
Benjamin EYRE,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,22.0,4.1,8.35,0.0,12.45,12.45
Benjamin EYRE,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",VT1,17.0,4.8,8.95,0.0,13.75,13.75
Ares FEDERICI,ITA,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,10.0,6.2,7.433,0.3,13.333,13.332999999999998
Ares FEDERICI,ITA,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",HB,13.0,4.8,8.233,0.0,13.033,13.033000000000001
Ares FEDERICI,ITA,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",SR,23.0,5.1,7.7,0.0,12.8,12.8
Ares FEDERICI,ITA,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT1,14.0,5.2,8.8,0.1,13.9,13.9
Ares FEDERICI,ITA,2023-04-30,m,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT2,14.0,4.0,8.966,0.1,12.866,12.866
Korben FELLOWS,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",HB,12.0,5.2,7.5,0.0,12.7,12.7
Korben FELLOWS,GBR,2022-03-27,m,2022 British Gymnastics Championships,final,"Liverpool, England",PH,6.0,4.9,7.1,0.0,12.0,12.0
Korben FELLOWS,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",PH,3.0,5.3,7.85,0.0,13.15,13.149999999999999
Korben FELLOWS,GBR,2022-03-27,m,2022 British Gymnastics Championships,qual,"Liverpool, England",SR,16.0,4.4,8.35,0.0,12.75,12.75
Georgia Mae FENTON,ENG,,m,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,0.0,4.6,8.85,0.3,13.15,13.149999999999999
Ruchira FERNANDO,SRI,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",FX,18.0,3.2,6.8,0.0,10.0,10.0
Ruchira FERNANDO,SRI,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",FX,31.0,3.9,7.3,0.0,11.2,11.2
Ruchira FERNANDO,SRI,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",HB,17.0,3.0,6.7,0.0,9.7,9.7
Ruchira FERNANDO,SRI,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",PB,17.0,3.5,8.35,0.0,11.85,11.85
Ruchira FERNANDO,SRI,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PB,33.0,3.5,7.75,0.0,11.25,11.25
Ruchira FERNANDO,SRI,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",PH,14.0,4.0,8.4,0.0,12.4,12.4
Ruchira FERNANDO,SRI,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",PH,22.0,4.0,8.0,0.0,12.0,12.0
Ruchira FERNANDO,SRI,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",SR,17.0,3.1,7.65,0.3,10.45,10.45
Ruchira FERNANDO,SRI,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",SR,32.0,3.1,7.45,0.3,10.25,10.25
Ruchira FERNANDO,SRI,,m,BIRMINGHAM 2022 Commonwealth Games,AAfinal,"Birmingham, England",VT,17.0,2.8,8.15,0.3,10.65,10.649999999999999
Ruchira FERNANDO,SRI,,m,BIRMINGHAM 2022 Commonwealth Games,AAqual,"Birmingham, England",VT1,0.0,4.0,9.15,0.0,13.15,13.15
Ruchira FERNANDO,SRI,2022-08-02,m,BIRMINGHAM 2022 Commonwealth Games,qual,"Birmingham, England",hb,32.0,3.0,7.7,0.0,10.7,10.7
Tomas FLORENCIO,BRA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,32.0,5.5,7.8,0.1,13.2,13.200000000000001
Tomas FLORENCIO,BRA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",HB,16.0,5.0,8.45,0.0,13.45,13.45
Tomas FLORENCIO,BRA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PB,44.0,5.4,7.4,0.0,12.8,12.8
Tomas FLORENCIO,BRA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",PH,38.0,5.0,6.9,0.0,11.9,11.9
Tomas FLORENCIO,BRA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",SR,26.0,4.7,8.55,0.0,13.25,13.25
Tomas FLORENCIO,BRA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT1,24.0,5.2,8.85,0.1,13.95,13.950000000000001
Tomas FLORENCIO,BRA,2023-03-19,m,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT2,24.0,0.0,0.0,0.0,0.0,0.0
