Country,Competition,Round,Apparatus,Rank,D_Score,E_Score,Penalty,Score,year,name
none,2023 Osijek World Challenge Cup,qual,HB,23.0,4.4,6.15,0.0,10.55,2023,petar vefic
IND,2022 Cairo World Cup,qual,HB,24.0,4.3,5.9,0.0,10.2,2022,siddharth verma
SVK,2023 Osijek World Challenge Cup,qual,HB,31.0,2.7,5.75,3.0,5.45,2023,peter vidricko
JAM,2023 Central American and Caribbean Games,AAfinal,HB,12.0,2.9,8.3,0.0,11.2,2023,elel wahrmann baker
JAM,2023 Central American and Caribbean Games,qual,HB,25.0,2.9,8.1,0.0,11.0,2023,elel wahrmann baker
USA,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,45.0,5.6,7.6,0.0,13.2,2022,colt walker
GBR,2022 British Gymnastics Championships,final,HB,7.0,4.6,7.17,0.0,11.766,2022,david weir
GBR,2022 British Gymnastics Championships,qual,HB,7.0,4.6,8.6,0.0,13.2,2022,david weir
GBR,2022 British Gymnastics Championships,qual,HB,21.0,4.4,7.55,0.0,11.95,2022,luke whitehouse
GBR,2023 British Gymnastics Championships,qual,HB,25.0,4.9,6.3,0.0,11.2,2023,luke whitehouse
GBR,2023 Senior European Championships,qual,HB,53.0,4.5,8.233,0.0,12.733,2023,luke whitehouse
GBR,EnBW DTB Pokal Team Challenge 2023,qual,HB,32.0,4.9,7.8,0.0,12.7,2023,luke whitehouse
GBR,2023 British Gymnastics Championships,qual,HB,5.0,5.1,8.45,0.0,13.55,2023,max whitlock obe
USA,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,110.0,5.3,6.6,0.0,11.9,2022,donnell whittenburg
USA,2023 Cairo World Cup,qual,HB,10.0,5.2,8.0,0.0,13.2,2023,donnell whittenburg
NOR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,59.0,4.9,8.1,0.0,13.0,2022,harald wibye
NOR,2022 Senior European Championships,qual,HB,66.0,4.5,8.066,0.0,12.566,2022,harald wibye
NOR,2023 Senior European Championships,qual,HB,65.0,4.9,7.566,0.0,12.466,2023,harald wibye
ESP,2023 FISU World University Games,qual,HB,20.0,4.9,8.566,0.0,13.466,2023,joshua jack williams meehan
USA,EnBW DTB Pokal Team Challenge 2023,qual,HB,10.0,5.7,8.05,0.0,13.75,2023,shane wiskus
USA,2022 Winter Cup,AAfinal,HB,13.0,5.0,8.1,0.0,13.1,2022,colt walker
ESP,2022 Doha World Cup,qual,HB,15.0,4.8,7.033,0.0,11.833,2022,joshua jack williams
USA,2023 Winter Cup,AAfinal,HB,19.0,5.5,6.7,0.0,12.2,2023,shane wiskus
CHN,2023 Doha World Cup,qual,HB,21.0,5.9,6.266,0.0,12.166,2023,ruoteng xiao
CHN,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,24.0,5.3,8.366,0.0,13.666,2022,jiaxing yang
TPE,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,93.0,4.8,7.5,0.0,12.3,2022,cheng yeh
TPE,2023 Cottbus World Cup,qual,HB,40.0,4.8,6.5,0.0,11.3,2023,cheng yeh
TPE,2023 Doha World Cup,qual,HB,16.0,4.8,7.6,0.0,12.4,2023,cheng yeh
TPE,2023 FISU World University Games,qual,HB,71.0,4.2,6.733,0.0,10.933,2023,cheng yeh
CHN,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,42.0,5.3,7.933,0.0,13.233,2022,hao you
PHI,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,HB,22.0,5.0,6.9,0.0,11.9,2022,carlos edriel yulo
PHI,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,31.0,5.0,8.533,0.0,13.533,2022,carlos edriel yulo
USA,2022 Winter Cup,AAfinal,HB,32.0,4.4,7.0,0.0,11.4,2022,ignacio yockers
USA,2022 Winter Cup,AAfinal,HB,12.0,4.4,8.7,0.0,13.1,2022,khoi young
CAN,EnBW DTB Pokal Team Challenge 2023,qual,HB,5.0,5.8,8.4,0.0,14.2,2023,sam zakutney
CAN,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,26.0,5.6,8.033,0.0,13.633,2022,samuel zakutney
AUT,2023 FISU World University Games,qual,HB,59.0,3.6,8.366,0.0,11.966,2023,daniel zander
ISR,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,136.0,4.2,5.966,0.0,10.166,2022,uri zeidel
ISR,2022 Senior European Championships,qual,HB,90.0,4.3,7.733,0.0,12.033,2022,uri zeidel
ISR,2023 Senior European Championships,qual,HB,37.0,4.4,8.5,0.0,12.9,2023,uri zeidel
ISR,EnBW DTB Pokal Team Challenge 2023,qual,HB,33.0,4.5,8.15,0.0,12.65,2023,uri zeidel
CHN,2022 51st FIG Artistic Gymnastics World Championships,AAfinal,HB,3.0,6.2,8.233,0.0,14.433,2022,boheng zhang
CHN,2022 51st FIG Artistic Gymnastics World Championships,final,HB,5.0,6.2,8.2,0.0,14.4,2022,boheng zhang
CHN,2022 51st FIG Artistic Gymnastics World Championships,qual,HB,3.0,6.2,8.533,0.0,14.733,2022,boheng zhang
CHN,2023 FISU World University Games,qual,HB,2.0,6.4,8.833,0.0,15.233,2023,boheng zhang
CHN,2023 FISU World University Games,AAfinal,HB,13.0,5.2,7.7,0.0,12.9,2023,boheng zhang
BUL,2023 Senior European Championships,qual,HB,114.0,4.3,6.966,0.0,11.266,2023,bozhidar zlatanov
FRA,2023 Senior European Championships,qual,HB,29.0,5.3,7.833,0.0,13.133,2023,jim zona
FRA,EnBW DTB Pokal Team Challenge 2023,qual,HB,19.0,5.4,7.9,0.0,13.3,2023,jim zona
MAS,2023 Cottbus World Cup,qual,HB,24.0,4.2,7.933,0.0,12.133,2023,luqman al hafiz zulfa
MAR,2022 Cairo World Cup,qual,HB,23.0,4.1,6.366,0.0,10.466,2022,nabil zouhair
MAR,2022 Doha World Cup,qual,HB,10.0,4.1,8.233,0.0,12.333,2022,nabil zouhair
TUR,2023 Osijek World Challenge Cup,qual,HB,17.0,5.3,6.85,0.0,12.15,2023,ahmet önder
TUR,2023 Tel Aviv World Challenge Cup,qual,HB,10.0,5.0,6.25,0.0,11.25,2023,ahmet önder
