Name,Country,Competition,Round,Location,Apparatus,Rank,D_Score,E_Score,Penalty,Score
Jessica GADIROVA,GBR,2022 Senior European Championships,qual,"Munich, Germany",FX,2.0,5.6,8.166,0.0,13.766
Jessica GADIROVA,GBR,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,5.0,5.7,7.833,0.3,13.233
Jessica GADIROVA,GBR,2022 Senior European Championships,qual,"Munich, Germany",UB,29.0,5.7,7.133,0.0,12.833
Jessica GADIROVA,GBR,2022 Senior European Championships,qual,"Munich, Germany",VT,5.0,5.0,8.866,0.0,13.866
Jessica GADIROVA,GBR,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,6.0,5.0,9.0,0.0,14.0
Jessica GADIROVA,GBR,2022 Senior European Championships,final,"Munich, Germany",VT,5.0,4.2,8.6,0.0,12.8
Jessica GADIROVA,GBR,2022 Senior European Championships,qual,"Munich, Germany",VT,2.0,4.8,8.733,0.0,13.533
Jessica GADIROVA,GBR,2023 British Gymnastics Championships,final,"Liverpool, England",BB,2.0,5.0,8.65,0.0,13.65
Jessica GADIROVA,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,4.0,5.0,7.8,0.0,12.8
Jessica GADIROVA,GBR,2023 British Gymnastics Championships,final,"Liverpool, England",UB,4.0,5.7,8.5,0.0,14.2
Jessica GADIROVA,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,4.0,5.7,7.8,0.0,13.5
Jessica GADIROVA,GBR,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,2.0,5.7,7.833,0.0,13.533
Jessica GADIROVA,GBR,2023 Senior European Championships,final,"Antalya, Turkey",BB,7.0,5.4,6.766,0.0,12.166
Jessica GADIROVA,GBR,2023 Senior European Championships,qual,"Antalya, Turkey",BB,1.0,5.8,7.8,0.0,13.6
Jessica GADIROVA,GBR,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,1.0,5.8,8.133,0.0,13.933
Jessica GADIROVA,GBR,2023 Senior European Championships,final,"Antalya, Turkey",FX,1.0,5.8,8.2,0.0,14.0
Jessica GADIROVA,GBR,2023 Senior European Championships,qual,"Antalya, Turkey",FX,1.0,5.8,8.1,0.0,13.9
Jessica GADIROVA,GBR,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,7.0,5.7,7.766,0.0,13.466
Jessica GADIROVA,GBR,2023 Senior European Championships,qual,"Antalya, Turkey",UB,12.0,5.6,8.266,0.0,13.866
Jessica GADIROVA,GBR,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,2.0,5.0,9.1,0.0,14.1
Jessica GADIROVA,GBR,2023 Senior European Championships,qual,"Antalya, Turkey",VT,2.0,5.0,9.2,0.0,14.2
Samira GAHRAMANOVA,AZE,2022 Senior European Championships,qual,"Munich, Germany",BB,111.0,4.4,4.7,0.0,9.1
Samira GAHRAMANOVA,AZE,2022 Senior European Championships,qual,"Munich, Germany",FX,107.0,4.3,5.966,0.0,10.266
Samira GAHRAMANOVA,AZE,2022 Senior European Championships,qual,"Munich, Germany",UB,117.0,2.8,4.566,0.0,7.366
Samira GAHRAMANOVA,AZE,2022 Senior European Championships,qual,"Munich, Germany",VT,97.0,3.4,8.333,0.0,11.733
Samira GAHRAMANOVA,AZE,2023 Senior European Championships,qual,"Antalya, Turkey",BB,112.0,4.4,4.633,0.0,9.033
Samira GAHRAMANOVA,AZE,2023 Senior European Championships,qual,"Antalya, Turkey",FX,113.0,4.0,6.4,0.0,10.4
Samira GAHRAMANOVA,AZE,2023 Senior European Championships,qual,"Antalya, Turkey",VT,109.0,3.4,8.366,0.0,11.766
Samira GAHRAMANOVA,AZE,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,22.0,4.5,6.2,0.0,10.7
Samira GAHRAMANOVA,AZE,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,17.0,4.4,6.766,0.1,11.066
Samira GAHRAMANOVA,AZE,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,32.0,4.4,6.7,0.0,11.1
Samira GAHRAMANOVA,AZE,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,26.0,4.5,5.833,0.0,10.333
Samira GAHRAMANOVA,AZE,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,32.0,4.7,6.466,0.0,11.166
Samira GAHRAMANOVA,AZE,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,32.0,4.3,6.6,0.0,10.9
Samira GAHRAMANOVA,AZE,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,20.0,4.5,7.033,0.1,11.433
Ellie GARGETT,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,44.0,3.3,6.85,0.0,10.15
Ellie GARGETT,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,60.0,3.1,6.95,0.0,10.05
Ellie GARGETT,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,49.0,3.2,8.65,0.0,11.85
Anna GEMZA,POL,2023 Senior European Championships,qual,"Antalya, Turkey",BB,89.0,4.1,5.9,0.0,10.0
Anna GEMZA,POL,2023 Senior European Championships,qual,"Antalya, Turkey",FX,118.0,4.0,6.0,0.3,9.7
Anna GEMZA,POL,2023 Senior European Championships,qual,"Antalya, Turkey",UB,71.0,4.6,6.866,0.0,11.466
Valentina GEORGIEVA,BUL,2022 Senior European Championships,qual,"Munich, Germany",BB,83.0,5.1,5.933,0.0,11.033
Valentina GEORGIEVA,BUL,2022 Senior European Championships,qual,"Munich, Germany",FX,97.0,4.8,6.333,0.1,11.033
Valentina GEORGIEVA,BUL,2022 Senior European Championships,qual,"Munich, Germany",UB,95.0,3.5,6.766,0.0,10.266
Valentina GEORGIEVA,BUL,2022 Senior European Championships,qual,"Munich, Germany",VT,7.0,5.0,8.866,0.1,13.766
Valentina GEORGIEVA,BUL,2022 Senior European Championships,qual,"Munich, Germany",VT,6.0,4.4,8.7,0.0,13.1
Elisabeth GEURTS,NED,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,37.0,4.7,6.55,0.0,11.25
Elisabeth GEURTS,NED,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,22.0,5.0,7.1,0.1,12.0
Elisabeth GEURTS,NED,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",UB,12.0,5.0,8.1,0.0,13.1
Elisabeth GEURTS,NED,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",VT,3.0,5.0,9.0,0.0,14.0
Amalia GHIGOARTA,ROU,2023 Senior European Championships,AAfinal,"Antalya, Turkey",BB,10.0,5.4,7.5,0.0,12.9
Amalia GHIGOARTA,ROU,2023 Senior European Championships,final,"Antalya, Turkey",BB,6.0,5.0,7.9,0.0,12.9
Amalia GHIGOARTA,ROU,2023 Senior European Championships,qual,"Antalya, Turkey",BB,5.0,5.3,7.833,0.0,13.133
Amalia GHIGOARTA,ROU,2023 Senior European Championships,AAfinal,"Antalya, Turkey",FX,6.0,5.1,7.633,0.0,12.733
Amalia GHIGOARTA,ROU,2023 Senior European Championships,qual,"Antalya, Turkey",FX,30.0,5.1,7.6,0.3,12.4
Amalia GHIGOARTA,ROU,2023 Senior European Championships,AAfinal,"Antalya, Turkey",UB,24.0,3.4,5.866,0.0,9.266
Amalia GHIGOARTA,ROU,2023 Senior European Championships,qual,"Antalya, Turkey",UB,29.0,5.0,7.766,0.0,12.766
Amalia GHIGOARTA,ROU,2023 Senior European Championships,AAfinal,"Antalya, Turkey",VT,19.0,4.2,8.8,0.0,13.0
Amalia GHIGOARTA,ROU,2023 Senior European Championships,qual,"Antalya, Turkey",VT,32.0,4.2,8.933,0.0,13.133
Chiara GIUBELLINI,SUI,2022 Senior European Championships,qual,"Munich, Germany",BB,71.0,5.2,6.1,0.0,11.3
Chiara GIUBELLINI,SUI,2022 Senior European Championships,qual,"Munich, Germany",FX,32.0,5.1,7.733,0.3,12.533
Chiara GIUBELLINI,SUI,2022 Senior European Championships,qual,"Munich, Germany",VT,46.0,4.2,8.6,0.0,12.8
Chiara GIUBELLINI,SUI,2022 Senior European Championships,qual,"Munich, Germany",VT,20.0,4.0,8.5,0.0,12.5
Chiara GIUBELLINI,SUI,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,25.0,4.8,5.566,0.1,10.266
Chiara GIUBELLINI,SUI,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",FX,6.0,5.0,7.166,0.0,12.166
Chiara GIUBELLINI,SUI,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,4.0,5.0,7.366,0.0,12.366
Ani GOBADZE,GEO,2022 Senior European Championships,qual,"Munich, Germany",BB,99.0,4.3,5.833,0.1,10.033
Ani GOBADZE,GEO,2022 Senior European Championships,qual,"Munich, Germany",FX,108.0,3.9,6.366,0.1,10.166
Ani GOBADZE,GEO,2022 Senior European Championships,qual,"Munich, Germany",UB,105.0,3.7,5.733,0.0,9.433
Ani GOBADZE,GEO,2022 Senior European Championships,qual,"Munich, Germany",VT,112.0,3.6,8.066,0.3,11.366
Ani GOBADZE,GEO,2023 Senior European Championships,qual,"Antalya, Turkey",BB,116.0,4.8,4.0,0.1,8.7
Ani GOBADZE,GEO,2023 Senior European Championships,qual,"Antalya, Turkey",FX,101.0,4.0,6.933,0.0,10.933
Ani GOBADZE,GEO,2023 Senior European Championships,qual,"Antalya, Turkey",UB,110.0,3.2,6.266,0.0,9.466
Ani GOBADZE,GEO,2023 Senior European Championships,qual,"Antalya, Turkey",VT,88.0,3.6,8.566,0.0,12.166
Ani GOBADZE,GEO,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,37.0,4.2,6.466,0.1,10.566
Ani GOBADZE,GEO,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",FX,36.0,3.7,6.366,0.3,9.766
Eilidh GORRELL,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,39.0,4.3,6.1,0.0,10.4
Eilidh GORRELL,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,18.0,4.4,7.65,0.1,11.95
Eilidh GORRELL,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,28.0,4.5,6.5,0.0,11.0
Eilidh GORRELL,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,60.0,3.2,7.85,0.0,11.05
Eilidh GORRELL,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,28.0,4.4,6.8,0.0,11.2
Eilidh GORRELL,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,21.0,4.0,7.5,0.0,11.5
Eilidh GORRELL,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,22.0,4.1,7.5,0.0,11.6
Alexa GRANDE,ESA,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",BB,5.0,4.4,7.35,0.0,11.75
Alexa GRANDE,ESA,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",BB,5.0,4.4,6.85,0.0,11.25
Alexa GRANDE,ESA,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",BB,3.0,4.4,7.6,0.0,12.0
Alexa GRANDE,ESA,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",FX,9.0,4.4,7.7,0.3,11.8
Alexa GRANDE,ESA,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",FX,11.0,4.5,7.8,0.3,12.0
Alexa GRANDE,ESA,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",UB,16.0,3.9,6.35,0.0,10.25
Alexa GRANDE,ESA,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",UB,24.0,3.9,6.4,0.0,10.3
Alexa GRANDE,ESA,2023 Central American and Caribbean Games,AAfinal,"San Salvador, El Salvador",VT,9.0,4.2,8.5,0.0,12.7
Alexa GRANDE,ESA,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,12.0,4.2,8.6,0.0,12.8
Alexa GRANDE,ESA,2023 Central American and Caribbean Games,final,"San Salvador, El Salvador",VT,7.0,3.4,8.65,0.0,12.05
Alexa GRANDE,ESA,2023 Central American and Caribbean Games,qual,"San Salvador, El Salvador",VT,8.0,3.4,8.6,0.0,12.0
Shanna Kae GRANT,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,15.0,4.0,7.55,0.0,11.55
Shanna Kae GRANT,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",FX,23.0,3.9,7.9,0.0,11.8
Shanna Kae GRANT,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",UB,15.0,4.3,7.5,0.0,11.8
Shanna Kae GRANT,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",VT,40.0,3.6,8.35,0.3,12.25
Shanna Kae GRANT,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,20.0,4.6,7.0,0.0,11.6
Shanna Kae GRANT,GBR,2023 British Gymnastics Championships,final,"Liverpool, England",FX,4.0,4.8,8.55,0.0,13.35
Shanna Kae GRANT,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,5.0,4.7,8.25,0.0,12.95
Shanna Kae GRANT,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,13.0,4.6,7.4,0.0,12.0
Elina GRAVIN,SWE,2023 Senior European Championships,qual,"Antalya, Turkey",UB,80.0,3.7,7.433,0.0,11.133
Elina GRAVIN,SWE,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,13.0,4.7,7.733,0.1,12.333
Elina GRAVIN,SWE,FIG Apparatus World Cup 2023,final,"Doha, Qatar",FX,6.0,4.3,7.933,0.0,12.233
Elina GRAVIN,SWE,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",FX,7.0,4.2,8.033,0.0,12.233
Magdalena GRYGIEL,POL,2023 Senior European Championships,qual,"Antalya, Turkey",BB,102.0,4.1,5.3,0.0,9.4
Magdalena GRYGIEL,POL,2023 Senior European Championships,qual,"Antalya, Turkey",FX,93.0,4.1,7.066,0.0,11.166
Magdalena GRYGIEL,POL,2023 Senior European Championships,qual,"Antalya, Turkey",UB,85.0,4.1,6.9,0.0,11.0
Magdalena GRYGIEL,POL,2023 Senior European Championships,qual,"Antalya, Turkey",VT,80.0,3.6,8.7,0.0,12.3
Hildur GUDMUNDSDOTTIR,ISL,2023 Senior European Championships,qual,"Antalya, Turkey",BB,113.0,4.4,4.6,0.1,8.9
Hildur GUDMUNDSDOTTIR,ISL,2023 Senior European Championships,qual,"Antalya, Turkey",FX,37.0,4.3,7.9,0.0,12.2
Hildur GUDMUNDSDOTTIR,ISL,2023 Senior European Championships,qual,"Antalya, Turkey",UB,82.0,3.8,7.233,0.0,11.033
Hildur GUDMUNDSDOTTIR,ISL,2023 Senior European Championships,qual,"Antalya, Turkey",VT,46.0,4.2,8.8,0.0,13.0
Hildur Maja GUDMUNDSDOTTIR,ISL,2022 Senior European Championships,qual,"Munich, Germany",BB,75.0,4.1,7.166,0.1,11.166
Hildur Maja GUDMUNDSDOTTIR,ISL,2022 Senior European Championships,qual,"Munich, Germany",FX,59.0,4.2,7.6,0.0,11.8
Hildur Maja GUDMUNDSDOTTIR,ISL,2022 Senior European Championships,qual,"Munich, Germany",UB,104.0,2.5,7.166,0.0,9.666
Hildur Maja GUDMUNDSDOTTIR,ISL,2022 Senior European Championships,qual,"Munich, Germany",VT,94.0,3.2,8.566,0.0,11.766
Samira Gahramanova,AZE,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,19.0,4.4,5.833,0.0,10.233
Samira Gahramanova,AZE,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,18.0,4.1,6.6,0.0,10.7
Georgia Godwin,AUS,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",BB,1.0,5.9,8.0,0.0,13.9
Georgia Godwin,AUS,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",BB,6.0,5.9,6.7,0.0,12.6
Georgia Godwin,AUS,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",FX,1.0,5.7,8.133,0.0,13.833
Georgia Godwin,AUS,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",FX,1.0,5.8,7.7,0.1,13.4
Georgia Godwin,AUS,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",UB,2.0,5.5,8.1,0.0,13.6
Georgia Godwin,AUS,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",UB,2.0,5.5,8.2,0.0,13.7
Georgia Godwin,AUS,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT,1.0,5.0,9.033,0.0,14.033
Georgia Godwin,AUS,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT,1.0,5.0,9.066,0.0,14.066
Georgia Godwin,AUS,2023 Osijek Challenge Cup,final,"Osijek, Croatia.",VT,1.0,4.8,7.8,0.0,12.6
Georgia Godwin,AUS,2023 Osijek Challenge Cup,qual,"Osijek, Croatia.",VT,1.0,4.8,8.8,0.0,13.6
Georgia Godwin,AUS,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",BB,4.0,5.8,6.833,0.0,12.633
Georgia Godwin,AUS,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",BB,2.0,6.0,7.733,0.0,13.733
Georgia Godwin,AUS,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",FX,1.0,5.8,7.767,0.0,13.567
Georgia Godwin,AUS,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",FX,1.0,5.8,7.667,0.0,13.467
Georgia Godwin,AUS,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",UB,1.0,5.5,7.533,0.0,13.033
Georgia Godwin,AUS,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",UB,2.0,5.5,7.367,0.0,12.867
Georgia Godwin,AUS,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",VT,1.0,4.8,9.0,0.0,13.8
Georgia Godwin,AUS,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",VT,1.0,4.8,8.9,0.1,13.6
Georgia Godwin,AUS,2023 Tel Aviv Challenge Cup,final,"Tel Aviv, Israel",VT,1.0,4.0,8.7,0.1,12.6
Georgia Godwin,AUS,2023 Tel Aviv Challenge Cup,qual,"Tel Aviv, Israel",VT,1.0,4.0,8.867,0.3,12.567
Lilli HABISREUTINGER,SUI,2022 Senior European Championships,qual,"Munich, Germany",VT,17.0,4.0,8.566,0.0,12.566
Lilli Leanne HABISREUTINGER,SUI,2022 Senior European Championships,qual,"Munich, Germany",BB,116.0,4.7,3.966,0.0,8.666
Lilli Leanne HABISREUTINGER,SUI,2022 Senior European Championships,qual,"Munich, Germany",FX,58.0,4.5,7.366,0.0,11.866
Lilli Leanne HABISREUTINGER,SUI,2022 Senior European Championships,qual,"Munich, Germany",UB,100.0,4.0,6.066,0.0,10.066
Lilli Leanne HABISREUTINGER,SUI,2022 Senior European Championships,qual,"Munich, Germany",VT,31.0,4.2,8.8,0.0,13.0
Maddison HAJJAR,CAN,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,17.0,4.5,7.166,0.0,11.666
Maddison HAJJAR,CAN,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",FX,2.0,4.7,8.133,0.0,12.833
Maddison HAJJAR,CAN,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,3.0,4.7,7.933,0.0,12.633
Maddison HAJJAR,CAN,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",UB,11.0,4.7,7.066,0.0,11.766
Maddison HAJJAR,CAN,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",BB,15.0,4.8,7.75,0.0,12.55
Maddison HAJJAR,CAN,EnBW DTB Pokal Team Challenge 2023,qual,"Stuttgart, Germany",FX,18.0,4.7,7.55,0.0,12.25
Sabina HALOVA,CZE,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,13.0,4.0,7.566,0.0,11.566
Sabina HALOVA,CZE,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,27.0,4.2,6.733,0.0,10.933
Sihem HAMIDI,ALG,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,35.0,3.7,5.833,0.0,9.533
Sihem HAMIDI,ALG,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT,17.0,3.8,8.533,0.0,12.333
Sihem HAMIDI,ALG,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT,17.0,3.4,8.466,0.0,11.866
Gudrun HARDARDOTTIR,ISL,2022 Senior European Championships,qual,"Munich, Germany",BB,67.0,4.4,6.933,0.0,11.333
Gudrun HARDARDOTTIR,ISL,2022 Senior European Championships,qual,"Munich, Germany",UB,99.0,3.9,6.2,0.0,10.1
Ameera HARIADI,INA,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",BB,38.0,4.4,5.966,0.0,10.366
Ameera HARIADI,INA,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",BB,19.0,4.3,6.733,0.0,11.033
Ameera HARIADI,INA,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",FX,31.0,4.3,6.933,0.1,11.133
Ameera HARIADI,INA,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",FX,19.0,4.3,7.166,0.0,11.466
Ameera HARIADI,INA,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",UB,22.0,3.9,7.4,0.0,11.3
Ameera HARIADI,INA,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",UB,17.0,4.1,7.6,0.0,11.7
Ameera HARIADI,INA,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",VT,20.0,3.6,7.866,0.3,11.166
Ameera HARIADI,INA,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT,15.0,4.2,8.7,0.0,12.9
Ameera HARIADI,INA,FIG Apparatus World Cup 2023,qual,"Baku, Azerbaijan",VT,20.0,3.2,8.566,0.0,11.766
Ameera HARIADI,INA,FIG Apparatus World Cup 2023,qual,"Cairo, Egypt",VT,15.0,3.2,8.466,0.0,11.666
Daria Angelina HARTMANN,SUI,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",BB,9.0,4.6,7.633,0.0,12.233
Daria Angelina HARTMANN,SUI,2023 Varna World Challenge Cup Results,final,"Varna, Bulgaria",FX,8.0,4.6,7.5,0.1,12.0
Daria Angelina HARTMANN,SUI,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",FX,6.0,4.5,7.6,0.0,12.1
Daria Angelina HARTMANN,SUI,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",VT,8.0,3.6,8.8,0.0,12.4
Daria Angelina HARTMANN,SUI,2023 Varna World Challenge Cup Results,qual,"Varna, Bulgaria",VT,8.0,3.4,8.766,0.0,12.166
Charlotte HASLER,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",BB,37.0,4.2,5.95,0.0,10.15
Charlotte HASLER,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",FX,36.0,4.3,6.3,0.0,10.6
Charlotte HASLER,GBR,2023 British Gymnastics Championships,qual,"Liverpool, England",UB,45.0,2.0,6.6,0.0,8.6
Chiaki HATAKEDA,JPN,2023 FISU World University Games,qual,"Chengdu, China",BB,13.0,5.2,7.1,0.0,12.3
Chiaki HATAKEDA,JPN,2023 FISU World University Games,qual,"Chengdu, China",FX,5.0,5.1,7.866,0.0,12.966
Chiaki HATAKEDA,JPN,2023 FISU World University Games,qual,"Chengdu, China",UB,17.0,5.3,6.8,0.0,12.1
Chiaki HATAKEDA,JPN,2023 FISU World University Games,qual,"Chengdu, China",VT,4.0,4.6,8.966,0.0,13.56
Chiaki HATAKEDA,JPN,FIG Apparatus World Cup 2023,final,"Doha, Qatar",BB,5.0,5.3,7.633,0.0,12.933
Chiaki HATAKEDA,JPN,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",BB,4.0,5.3,7.666,0.0,12.966
Chiaki HATAKEDA,JPN,FIG Apparatus World Cup 2023,final,"Doha, Qatar",FX,2.0,5.1,7.8,0.0,12.9
Chiaki HATAKEDA,JPN,FIG Apparatus World Cup 2023,qual,"Doha, Qatar",FX,3.0,5.1,7.666,0.0,12.766
Ada HAUTALA,FIN,2022 Senior European Championships,qual,"Munich, Germany",BB,102.0,4.8,4.9,0.0,9.7
Ada HAUTALA,FIN,2022 Senior European Championships,qual,"Munich, Germany",FX,45.0,4.4,7.7,0.0,12.1
Ada HAUTALA,FIN,2022 Senior European Championships,qual,"Munich, Germany",UB,34.0,4.9,7.733,0.0,12.633
Ada HAUTALA,FIN,2022 Senior European Championships,qual,"Munich, Germany",VT,52.0,4.2,8.533,0.0,12.733
Ada HAUTALA,FIN,2023 Senior European Championships,qual,"Antalya, Turkey",BB,87.0,4.9,5.233,0.0,10.133
Ada HAUTALA,FIN,2023 Senior European Championships,qual,"Antalya, Turkey",FX,39.0,4.7,7.466,0.0,12.166
Ada HAUTALA,FIN,2023 Senior European Championships,qual,"Antalya, Turkey",UB,37.0,4.9,7.733,0.0,12.633
Ada HAUTALA,FIN,2023 Senior European Championships,qual,"Antalya, Turkey",VT,58.0,4.2,8.633,0.0,12.833
Ada HAUTALA,FIN,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",BB,33.0,4.9,6.2,0.0,11.1
Ada HAUTALA,FIN,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",FX,14.0,4.6,7.766,0.0,12.366
Ada HAUTALA,FIN,FIG Apparatus World Cup 2023,qual,"Cottbus, Germany",UB,24.0,4.8,5.533,0.0,10.333
Carolann HEDUIT,FRA,2022 Senior European Championships,final,"Munich, Germany",BB,3.0,5.6,7.8,0.0,13.4
Carolann HEDUIT,FRA,2022 Senior European Championships,qual,"Munich, Germany",BB,5.0,5.5,7.9,0.0,13.4
Carolann HEDUIT,FRA,2022 Senior European Championships,TeamFinal,"Munich, Germany",BB,24.0,5.1,6.3,0.1,11.3
Carolann HEDUIT,FRA,2022 Senior European Championships,qual,"Munich, Germany",FX,19.0,5.2,7.666,0.1,12.766
Carolann HEDUIT,FRA,2022 Senior European Championships,TeamFinal,"Munich, Germany",FX,12.0,5.3,7.666,0.0,12.966
Carolann HEDUIT,FRA,2022 Senior European Championships,qual,"Munich, Germany",UB,10.0,5.9,7.833,0.0,13.733
Carolann HEDUIT,FRA,2022 Senior European Championships,TeamFinal,"Munich, Germany",UB,8.0,6.0,7.8,0.0,13.8
Carolann HEDUIT,FRA,2022 Senior European Championships,qual,"Munich, Germany",VT,6.0,5.0,8.8,0.0,13.8
Carolann HEDUIT,FRA,2022 Senior European Championships,TeamFinal,"Munich, Germany",VT,10.0,5.0,8.8,0.0,13.8
Jane HEFFERNAN,IRL,2023 Senior European Championships,qual,"Antalya, Turkey",BB,93.0,4.4,5.433,0.0,9.833
Jane HEFFERNAN,IRL,2023 Senior European Championships,qual,"Antalya, Turkey",FX,72.0,4.8,7.2,0.3,11.7
Jane HEFFERNAN,IRL,2023 Senior European Championships,qual,"Antalya, Turkey",UB,79.0,4.2,6.966,0.0,11.166
Jane HEFFERNAN,IRL,2023 Senior European Championships,qual,"Antalya, Turkey",VT,113.0,3.4,8.333,0.1,11.633
Tommera HENDRICKS,GBR,2022 British Gymnastics Championships,final,"Liverpool, England",BB,7.0,4.4,7.4,0.0,11.8
Tommera HENDRICKS,GBR,2022 British Gymnastics Championships,qual,"Liverpool, England",BB,6.0,4.4,8.05,0.0,12.45
