Rank,Name,nation,D Score,E Score,Pen.,Total,year,round
74.0,Margret Kristinsdottir,ISL,4.4,5.6,-0.1,9.9,2021,qual
75.0,Sigridur Bergthorsdottir,ISL,4.5,5.4,,9.9,2021,qual
76.0,Karolina Takacova,SVK,4.6,5.066,,9.666,2021,qual
77.0,Leah Griesser,GER,5.0,4.633,,9.633,2021,qual
78.0,Ofir Netzer,ISR,4.2,5.366,,9.566,2021,qual
79.0,Linnea Wang,DEN,4.0,5.5,,9.5,2021,qual
80.0,Sarah Voss,GER,4.4,5.033,,9.433,2021,qual
81.0,Marija Ribalcenko,LAT,4.7,4.533,-0.1,9.133,2021,qual
82.0,Lucija Hribar,SLO,4.3,4.6,,8.9,2021,qual
83.0,Greta Banishka,BUL,4.1,4.7,,8.8,2021,qual
84.0,Thea Nygaard,NOR,4.7,4.1,,8.8,2021,qual
85.0,Victoria Kajø,DEN,4.3,4.0,,8.3,2021,qual
86.0,Linda Tugarinova,LAT,3.7,4.533,,8.233,2021,qual
87.0,Marina Nekrasova,AZE,1.6,7.666,-6.5,2.766,2021,qual
1.0,Ana Sofia Gomez,GUA,6.2,8.25,0.0,14.45,2014,final
2.0,Jessica Lopez,VEN,5.8,8.3,0.0,14.1,2014,final
3.0,Julie Sinmon,BRA,5.4,8.6,0.0,14.0,2014,final
4.0,Madison Kocian,USA,5.8,8.025,0.0,13.825,2014,final
4.0,Yesenia Ferrera,CUB,5.6,8.225,0.0,13.825,2014,final
6.0,Ayelen Tarabini,ARG,5.6,7.95,0.0,13.55,2014,final
7.0,MyKayla Skinner,USA,5.7,7.775,0.0,13.475,2014,final
8.0,Daniele Hypolito,BRA,5.5,7.225,0.0,12.725,2014,final
1.0,Nina Derwael,BEL,5.3,8.466,0.0,13.766,2019,final
2.0,Angelina Melnikova,RUS,5.3,8.3,0.0,13.6,2019,final
3.0,Diana Varinska,UKR,5.2,7.9,0.0,13.1,2019,final
4.0,Denisa Golgota,ROU,5.2,7.733,0.0,12.933,2019,final
5.0,Georgia-Mae Fenton,GBR,5.2,7.6,0.0,12.8,2019,final
6.0,Lorette Charpy,FRA,5.6,5.966,0.0,11.566,2019,final
1.0,Nina Derwael,BEL,5.3,8.3,0.0,13.6,2019,qual
2.0,Lorette Charpy,FRA,5.5,7.9,0.0,13.4,2019,qual
3.0,Angelina Melnikova,RUS,5.1,8.033,0.0,13.133,2019,qual
4.0,Denisa Golgota,ROU,5.0,7.966,0.0,12.966,2019,qual
5.0,Diana Varinska,UKR,5.2,7.733,0.0,12.933,2019,qual
6.0,Georgia-Mae Fenton,GBR,5.2,7.7,0.0,12.9,2019,qual
7.0,Anastasiia Bachynska,UKR,5.7,7.1,0.0,12.8,2019,qual
8.0,Adela Sajn,SLO,5.1,7.533,0.0,12.633,2019,qual
9.0,Angelina Radivilova,UKR,5.5,7.0,0.0,12.5,2019,qual
10.0,Aneta Holasova,CZE,5.0,7.333,0.0,12.333,2019,qual
11.0,Anastasiya Alistratava,BLR,5.2,7.033,0.0,12.233,2019,qual
12.0,Aline Friess,FRA,4.8,7.4,0.0,12.2,2019,qual
13.0,Filipa Martins,POR,5.0,7.2,0.0,12.2,2019,qual
14.0,Dominika Ponizilova,CZE,4.3,7.866,0.0,12.166,2019,qual
15.0,Gabriela Janik,POL,4.7,7.4,0.0,12.1,2019,qual
16.0,Cintia Rodriguez,ESP,4.9,7.166,0.0,12.066,2019,qual
17.0,Marina Nekrasova,AZE,5.3,6.666,0.0,11.966,2019,qual
18.0,Jessica Castles,SWE,5.0,6.833,0.0,11.833,2019,qual
18.0,Elvira Katsali,GRE,5.0,6.833,0.0,11.833,2019,qual
20.0,Emma Slevin,IRE,5.0,6.733,0.0,11.733,2019,qual
21.0,Becky Downie,GBR,4.5,7.166,0.0,11.666,2019,qual
22.0,Senna Deriks,BEL,4.9,6.6,0.0,11.5,2019,qual
23.0,Elina Vihrova,LAT,5.2,6.3,0.0,11.5,2019,qual
24.0,Aleksandra Shchekoldina,RUS,5.2,6.266,0.0,11.466,2019,qual
25.0,Chiara Bunce,SVK,4.8,6.6,0.0,11.4,2019,qual
26.0,Naomi Visser,NED,5.1,6.3,0.0,11.4,2019,qual
27.0,Tjasa Kysselef,SLO,3.9,7.266,0.0,11.166,2019,qual
28.0,Nazli Savranbasi,TUR,4.6,6.4,0.0,11.0,2019,qual
29.0,Bianka Schermann,HUN,5.1,5.9,0.0,11.0,2019,qual
30.0,Carolann Heduit,FRA,4.9,6.033,0.0,10.933,2019,qual
31.0,Celeste Mordenti,LUX,4.0,6.866,0.0,10.866,2019,qual
32.0,Agnes Suto-Tuuha,ISL,3.8,7.0,0.0,10.8,2019,qual
33.0,Ganna Metelitsa,BLR,4.9,5.8,0.0,10.7,2019,qual
34.0,Bianca Frysak,AUT,4.8,5.766,0.0,10.566,2019,qual
35.0,Zoja Szekely,HUN,4.8,5.6,0.0,10.4,2019,qual
36.0,Laney Madsen,BUL,4.9,5.366,0.0,10.266,2019,qual
37.0,Ofir Netzer,ISR,4.3,5.0,0.0,9.3,2019,qual
38.0,Laura de Witt,NED,4.9,3.9,0.0,8.8,2019,qual
1.0,Yu Minobe,JPN,5.8,8.2,0.0,14.0,2015,final
2.0,Polina Fedorova,RUS,5.7,8.033,0.0,13.733,2015,final
3.0,Filipa Martins,POR,5.1,8.266,0.0,13.366,2015,final
4.0,Dilnoza Abdusalimova,UZB,5.3,8.066,-0.1,13.266,2015,final
5.0,Emma Nedov,AUS,5.9,6.933,-0.1,12.733,2015,final
6.0,Eum Dayeon,KOR,5.1,7.233,0.0,12.333,2015,final
7.0,Park Jisoo,KOR,5.7,6.0,0.0,11.7,2015,final
8.0,Natsumi Sasada,JPN,5.6,5.3,-0.1,10.8,2015,final
1.0,Natsumi Sasada,JPN,6.1,8.15,0.0,14.25,2015,qual
2.0,Emma Nedov,AUS,6.2,7.9,-0.1,14.0,2015,qual
3.0,Polina Fedorova,RUS,5.8,8.05,0.0,13.85,2015,qual
4.0,Yu Minobe,JPN,5.9,7.9,0.0,13.8,2015,qual
5.0,Park Jisoo,KOR,5.8,7.85,0.0,13.65,2015,qual
6.0,Filipa Martins,POR,5.5,8.05,0.0,13.55,2015,qual
7.0,Dilnoza Abdusalimova,UZB,5.4,8.2,-0.1,13.5,2015,qual
8.0,Eum Dayeon,KOR,5.1,8.1,0.0,13.2,2015,qual
9.0,Heo Seonmi,KOR,5.3,7.6,0.0,12.9,2015,qual
10.0,Tan Ing Yueh,MAS,4.8,8.0,0.0,12.8,2015,qual
11.0,Kelly Simm,GBR,5.6,7.15,0.0,12.75,2015,qual
12.0,Ekaterina Kramarenko,RUS,5.2,7.45,0.0,12.65,2015,qual
13.0,Claudia Cummins,RSA,5.1,7.5,0.0,12.6,2015,qual
14.0,Asuka Teramoto,JPN,5.7,6.9,0.0,12.6,2015,qual
15.0,Farah Ann Abdul Hadi,MAS,5.0,7.5,0.0,12.5,2015,qual
16.0,Sakura Yumoto,JPN,5.8,6.45,0.0,12.25,2015,qual
17.0,Simone Penker,AUT,4.8,7.35,0.0,12.15,2015,qual
18.0,Park Eunkyung,KOR,4.9,7.25,0.0,12.15,2015,qual
19.0,Carmen Horvat,SLO,4.2,7.9,0.0,12.1,2015,qual
20.0,Tracie Ang,MAS,5.4,6.7,0.0,12.1,2015,qual
21.0,Daria Elizarova,RUS,5.9,6.25,-0.1,12.05,2015,qual
22.0,Mary-Anne Monckton,AUS,5.9,6.15,0.0,12.05,2015,qual
23.0,Alla Sidorenko,RUS,5.1,6.7,0.0,11.8,2015,qual
24.0,Sofie Bråten,NOR,4.8,6.9,0.0,11.7,2015,qual
25.0,Elisabeth Geurts,NED,4.5,7.1,0.0,11.6,2015,qual
26.0,Nur Eli Ellina Azmi,MAS,5.0,6.35,0.0,11.35,2015,qual
27.0,Jordan Rae,NZL,5.2,6.0,0.0,11.2,2015,qual
28.0,Georgia-Rose Brown,AUS,4.3,6.8,0.0,11.1,2015,qual
29.0,Mariana Vazquez,MEX,4.7,6.05,0.0,10.75,2015,qual
30.0,Tiril Døvre,NOR,4.3,5.65,-0.1,9.85,2015,qual
1.0,Andreea Munteanu,ROU,6.1,8.266,0.0,14.366,2015,final
2.0,Becky Downie,GBR,6.0,8.3,0.0,14.3,2015,final
3.0,Claire Martin,FRA,5.8,8.4,0.0,14.2,2015,final
4.0,Claudia Fragapane,GBR,5.6,8.3,0.0,13.9,2015,final
5.0,Vasiliki Millousi,GRE,5.9,7.366,0.0,13.266,2015,final
6.0,Maria Kharenkova,RUS,5.6,7.6,0.0,13.2,2015,final
7.0,Pauline Schäfer,GER,5.7,7.4,0.0,13.1,2015,final
8.0,Sanne Wevers,NED,5.3,6.7,-0.1,11.9,2015,final
1.0,Maria Kharenkova,RUS,6.4,8.633,0.0,15.033,2015,qual
2.0,Becky Downie,GBR,6.1,8.266,0.0,14.366,2015,qual
3.0,Pauline Schäfer,GER,5.8,8.533,0.0,14.333,2015,qual
4.0,Andreea Munteanu,ROU,6.3,7.933,0.0,14.233,2015,qual
5.0,Sanne Wevers,NED,5.7,8.625,-0.1,14.225,2015,qual
6.0,Claire Martin,FRA,5.8,8.366,0.0,14.166,2015,qual
6.0,Claudia Fragapane,GBR,5.8,8.366,0.0,14.166,2015,qual
8.0,Vasiliki Millousi,GRE,6.1,8.166,-0.1,14.166,2015,qual
9.0,Andreea Iridon,ROU,5.7,8.4,0.0,14.1,2015,qual
10.0,Carlotta Ferlito,ITA,5.7,8.358,0.0,14.058,2015,qual
11.0,Vanessa Ferrari,ITA,5.8,8.133,0.0,13.933,2015,qual
12.0,Ellie Downie,GBR,5.5,8.391,0.0,13.891,2015,qual
13.0,Erika Fasana,ITA,5.7,8.141,0.0,13.841,2015,qual
14.0,Diana Bulimar,ROU,5.5,8.2,0.0,13.7,2015,qual
15.0,Carlotta Barloggio,SUI,5.1,8.466,0.0,13.566,2015,qual
16.0,Filipa Martins,POR,5.2,8.3,0.0,13.5,2015,qual
17.0,Eythora Thorsdottir,NED,5.7,7.8,0.0,13.5,2015,qual
18.0,Noel van Klaveren,NED,5.9,7.525,0.0,13.425,2015,qual
19.0,Jonna Adlerteg,SWE,5.2,8.133,0.0,13.333,2015,qual
20.0,Giulia Steingruber,SUI,5.8,7.5,0.0,13.3,2015,qual
21.0,Jessica Diacci,SUI,5.5,7.833,-0.1,13.233,2015,qual
22.0,Daria Spiridonova,RUS,5.5,7.7,0.0,13.2,2015,qual
23.0,Ana Perez,ESP,5.2,7.933,0.0,13.133,2015,qual
24.0,Ainhoa Carmona,ESP,5.1,8.0,0.0,13.1,2015,qual
25.0,Kim Janas,GER,5.9,7.166,0.0,13.066,2015,qual
26.0,Noemi Makra,HUN,5.1,7.933,0.0,13.033,2015,qual
27.0,Krystyna Sankova,UKR,5.9,7.2,-0.1,13.0,2015,qual
28.0,Dyonnailys Supriana,NED,5.8,7.266,-0.1,12.966,2015,qual
29.0,Martina Rizzelli,ITA,5.3,7.633,0.0,12.933,2015,qual
30.0,Marta Pihan-Kulesza,POL,5.6,7.333,0.0,12.933,2015,qual
31.0,Amy Tinkler,GBR,5.4,7.433,0.0,12.833,2015,qual
32.0,Valerija Grisane,LAT,4.7,8.041,0.0,12.741,2015,qual
33.0,Loan His,FRA,5.0,7.633,0.0,12.633,2015,qual
34.0,Pauline Tratz,GER,4.4,8.2,0.0,12.6,2015,qual
35.0,Katarzyna Jurkowska,POL,5.3,7.266,0.0,12.566,2015,qual
36.0,Eniko Horvath,HUN,4.5,8.033,0.0,12.533,2015,qual
37.0,Angelina Kysla,UKR,5.1,7.366,0.0,12.466,2015,qual
38.0,Ilaria Käslin,SUI,5.4,7.166,-0.1,12.466,2015,qual
39.0,Laura Jurca,ROU,5.4,7.066,0.0,12.466,2015,qual
40.0,Louise Vanhille,FRA,5.4,7.0,0.0,12.4,2015,qual
41.0,Tara Donnelly,IRL,4.7,7.6,0.0,12.3,2015,qual
42.0,Camille Bahl,FRA,5.0,7.3,0.0,12.3,2015,qual
43.0,Demet Mutlu,TUR,5.1,7.166,0.0,12.266,2015,qual
44.0,Dominiqua Belanyi,ISL,4.5,7.7,0.0,12.2,2015,qual
44.0,Anastasija Dubova,LAT,4.5,7.7,0.0,12.2,2015,qual
46.0,Ellis O’Reilly,IRL,4.8,7.366,0.0,12.166,2015,qual
47.0,Tutya Yilmaz,TUR,5.7,6.466,0.0,12.166,2015,qual
48.0,Aliaksandra Koshaleva,BLR,4.4,7.733,0.0,12.133,2015,qual
49.0,Tzuf Feldon,ISR,5.1,7.033,0.0,12.133,2015,qual
50.0,Michelle Timm,GER,4.7,7.366,0.0,12.066,2015,qual
51.0,Marina Nekrasova,AZE,4.8,7.266,0.0,12.066,2015,qual
52.0,Kitti Honti,HUN,4.7,7.4,-0.1,12.0,2015,qual
53.0,Veronika Cenkova,CZE,4.6,7.4,0.0,12.0,2015,qual
53.0,Dina Nygaard,NOR,4.6,7.4,0.0,12.0,2015,qual
55.0,Houry Gebeshian,ARM,4.5,7.466,0.0,11.966,2015,qual
56.0,Rosanna Ojala,FIN,4.7,7.366,-0.1,11.966,2015,qual
57.0,Norma Robertsdottir,ISL,4.8,7.166,0.0,11.966,2015,qual
58.0,Barbora Mokosova,SVK,4.7,7.266,-0.1,11.866,2015,qual
59.0,Martine Skregelid,NOR,4.6,7.266,0.0,11.866,2015,qual
60.0,Maria Simou,GRE,5.1,6.766,0.0,11.866,2015,qual
61.0,Mariia Smirnova,AZE,4.5,7.166,0.0,11.666,2015,qual
62.0,Ralitsa Mileva,BUL,5.0,6.633,0.0,11.633,2015,qual
63.0,Monica Sileoni,FIN,4.6,6.966,0.0,11.566,2015,qual
64.0,Zoi Lima,POR,4.9,6.6,0.0,11.5,2015,qual
65.0,Andrea Orradottir,ISL,4.5,6.966,-0.1,11.366,2015,qual
66.0,Tjasa Kysselef,SLO,4.5,6.8,0.0,11.3,2015,qual
67.0,Mette Hulgaard,DEN,4.4,6.866,0.0,11.266,2015,qual
68.0,Mia Haerum,NOR,4.1,7.0,0.0,11.1,2015,qual
69.0,Gaya Giladi,ISR,4.2,6.833,0.0,11.033,2015,qual
70.0,Ekin Morova,TUR,4.3,6.733,-0.1,10.933,2015,qual
71.0,Anastasiya Yekimenka,BLR,4.0,6.866,0.0,10.866,2015,qual
72.0,Boglarka Devai,HUN,4.1,6.7,0.0,10.8,2015,qual
73.0,Nora Fernandez,ESP,5.3,5.5,0.0,10.8,2015,qual
74.0,Thelma Hermannsdottir,ISL,4.1,6.633,0.0,10.733,2015,qual
75.0,Vaida Zitineviciute,LTU,4.6,5.9,0.0,10.5,2015,qual
76.0,Suzanne Buttigieg,MLT,4.5,5.966,0.0,10.466,2015,qual
77.0,Anna-Maria Kanyai,CZE,5.1,5.233,0.0,10.333,2015,qual
78.0,Paula Raya,ESP,5.0,5.2,0.0,10.2,2015,qual
79.0,Albena Zlatkova,BUL,4.3,5.766,0.0,10.066,2015,qual
80.0,Kirsty Caruana,MLT,3.5,6.533,0.0,10.033,2015,qual
81.0,Sofie Bråten,NOR,4.8,5.166,0.0,9.966,2015,qual
82.0,Diana Jerofejeva,LAT,3.5,6.4,0.0,9.9,2015,qual
83.0,Claire Rose Azzopardi,MLT,3.3,6.433,-0.1,9.633,2015,qual
84.0,Julie Krogsgaard,DEN,2.4,6.966,0.0,9.366,2015,qual
85.0,Alina Circene,LAT,4.4,4.566,0.0,8.966,2015,qual
86.0,Linnea Wang,DEN,4.6,4.266,0.0,8.866,2015,qual
87.0,Nato Dzidziguri,GEO,3.6,5.266,-0.1,8.766,2015,qual
88.0,Gabriele Blazyte,LTU,2.5,5.5,0.0,8.0,2015,qual
89.0,Kristina Pravdina,AZE,0.7,8.433,-8.0,1.133,2015,qual
