Rank,Athlete,Nation,D,E,ND,Total,D2,E2,ND2,Total2,Average,year,round
9.0,Kate SAYER,AUS,4.2,9.05,0.0,0.0,0.0,0.0,0.0,0.0,13.25,2023,qual
9.0,Kate SAYER,AUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
21.0,Karina SCHOENMAIER,GER,4.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2022,AAfinal
35.0,Karina SCHOENMAIER,GER,4.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,13.4,2022,qual
85.0,Berta SCHWANINGER,AUT,4.2,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2022,qual
2.0,Karina SCHÖNMAIER,GER,4.2,9.033,0.0,0.0,0.0,0.0,0.0,0.0,13.233,2023,final
2.0,Karina SCHÖNMAIER,GE1,4.2,9.2,0.0,0.0,0.0,0.0,0.0,0.0,13.4,2023,qual
2.0,Karina SCHÖNMAIER,GER,3.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2023,final
2.0,Karina SCHÖNMAIER,GE1,3.8,9.1,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2023,qual
38.0,Breanna SCOTT,AUS,4.2,9.133,0.0,0.0,0.0,0.0,0.0,0.0,13.333,2022,qual
34.0,Elisabeth SEITZ,GER,4.2,9.266,0.0,0.0,0.0,0.0,0.0,0.0,13.466,2022,qual
28.0,Elisabeth SEITZ,GER,4.2,8.9,0.0,0.0,0.0,0.0,0.0,0.0,13.1,2022,qual
15.0,Elisabeth SEITZ,GER,4.2,9.133,0.0,0.0,0.0,0.0,0.0,0.0,13.333,2022,TeamFinal
18.0,Elisabeth SEITZ,GER,4.2,9.133,0.0,0.0,0.0,0.0,0.0,0.0,13.333,2023,qual
15.0,Mikako SERITA,JPN,4.4,8.4,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2023,qual
15.0,Mikako SERITA,JPN,3.2,8.433,0.0,0.0,0.0,0.0,0.0,0.0,11.633,2023,qual
40.0,Silviana SFIRINGU,ROU,4.2,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.866,2022,qual
78.0,Noga SHALIT,ISR,3.6,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.266,2022,qual
80.0,Zeina SHARAF,EGY,4.2,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.766,2022,qual
88.0,Stefanie SIEGENTHALER,SUI,3.6,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.166,2023,qual
27.0,Kelly SIMM,GBR,4.2,8.55,0.0,0.0,0.0,0.0,0.0,0.0,12.75,2022,qual
18.0,Kaja SKALSKA,POL,3.6,7.466,0.0,0.0,0.0,0.0,0.0,0.0,11.066,2023,qual
18.0,Kaja SKALSKA,POL,3.8,8.366,0.0,0.0,0.0,0.0,0.0,0.0,12.166,2023,qual
84.0,Kaja SKALSKA,POL,3.8,8.433,0.0,0.0,0.0,0.0,0.0,0.0,12.233,2023,qual
71.0,Emma SLEVIN,IRL,4.2,8.733,0.1,0.0,0.0,0.0,0.0,0.0,12.833,2022,qual
34.0,Emma SLEVIN,IRL,4.2,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2022,qual
46.0,Emma SLEVIN,IRL,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
7.0,Floor SLOOFF,NED,4.2,8.966,0.0,0.0,0.0,0.0,0.0,0.0,13.166,2023,final
7.0,Floor SLOOFF,NED,4.2,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2023,qual
7.0,Floor SLOOFF,NED,3.2,8.633,0.0,0.0,0.0,0.0,0.0,0.0,11.833,2023,final
7.0,Floor SLOOFF,NED,3.2,8.666,0.0,0.0,0.0,0.0,0.0,0.0,11.866,2023,qual
20.0,Lottie SMITH,GBR,4.2,8.65,0.0,0.0,0.0,0.0,0.0,0.0,12.85,2022,qual
29.0,Julia SOARES,BRA,4.2,8.55,0.0,0.0,0.0,0.0,0.0,0.0,12.75,2023,qual
29.0,Julia SOARES,BRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
85.0,Lia SOBRAL,POR,3.6,8.466,0.0,0.0,0.0,0.0,0.0,0.0,12.066,2022,qual
96.0,Josephine SOERENSEN,DEN,3.2,8.533,0.0,0.0,0.0,0.0,0.0,0.0,11.733,2022,qual
14.0,Shizuku SONEZAKI,JPN,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
14.0,Shizuku SONEZAKI,JPN,3.4,8.433,0.0,0.0,0.0,0.0,0.0,0.0,11.833,2023,qual
30.0,Emma SPENCE,CAN,4.6,9.033,0.0,0.0,0.0,0.0,0.0,0.0,13.633,2022,qual
4.0,Emma SPENCE,CAN,4.6,8.95,0.0,0.0,0.0,0.0,0.0,0.0,13.55,2022,AAfinal
4.0,Emma SPENCE,CAN,3.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2022,final
6.0,Emma SPENCE,CAN,3.8,8.65,0.1,0.0,0.0,0.0,0.0,0.0,12.35,2022,qual
7.0,Ruby STACEY,GBR,4.6,7.666,0.1,0.0,0.0,0.0,0.0,0.0,12.166,2023,final
9.0,Ruby STACEY,GBR,4.6,8.633,0.1,0.0,0.0,0.0,0.0,0.0,13.133,2023,qual
7.0,Ruby STACEY,GBR,3.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2023,final
9.0,Ruby STACEY,GBR,3.4,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.033,2023,qual
11.0,Tara STEFANOVIC,SRB,3.6,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.233,2023,qual
11.0,Tara STEFANOVIC,SRB,3.4,8.533,0.0,0.0,0.0,0.0,0.0,0.0,11.933,2023,qual
16.0,Ava STEWART,CAN,4.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,13.3,2023,qual
16.0,Ava STEWART,CAN,4.2,8.8,2.0,0.0,0.0,0.0,0.0,0.0,11.0,2023,qual
6.0,Ava STEWART,CAN,4.6,8.75,0.0,0.0,0.0,0.0,0.0,0.0,13.35,2023,qual
6.0,Ava STEWART,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
14.0,Poppy Grace STICKLER,GBR,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2022,qual
14.0,Poppy Grace STICKLER,GBR,5.0,8.466,0.1,0.0,0.0,0.0,0.0,0.0,13.366,2023,qual
14.0,Poppy Grace STICKLER,GBR,4.2,8.7,2.0,0.0,0.0,0.0,0.0,0.0,10.9,2023,qual
9.0,Poppy Grace STICKLER,WAL,4.2,8.65,0.0,0.0,0.0,0.0,0.0,0.0,12.85,2022,AAfinal
108.0,Nikol STOIMENOVA,BUL,3.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,11.8,2023,qual
15.0,Nikol STOIMENOVA,BUL,3.2,8.566,0.1,0.0,0.0,0.0,0.0,0.0,11.666,2023,qual
61.0,Elisha STOTT,GBR,2.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,10.6,2022,qual
91.0,Sara SULEKIC,CRO,3.4,8.433,0.0,0.0,0.0,0.0,0.0,0.0,11.833,2022,qual
116.0,Sara SULEKIC,CRO,3.8,7.533,0.1,0.0,0.0,0.0,0.0,0.0,11.233,2023,qual
15.0,Ashlee SULLIVAN,USA,5.0,8.4,0.3,0.0,0.0,0.0,0.0,0.0,13.1,2023,qual
15.0,Ashlee SULLIVAN,USA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
63.0,Sara SURMANOVA,SVK,3.8,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.533,2022,qual
117.0,Sara SURMANOVA,SVK,3.6,7.4,0.1,0.0,0.0,0.0,0.0,0.0,10.9,2023,qual
54.0,Jamie Leigh SURTEES,GBR,3.2,8.55,0.0,0.0,0.0,0.0,0.0,0.0,11.75,2022,qual
104.0,Agnes SUTO,ISL,3.2,8.366,0.0,0.0,0.0,0.0,0.0,0.0,11.566,2022,qual
38.0,Agnes SUTO,ISL,4.2,8.833,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2023,qual
19.0,Zoja SZEKELY,HUN,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,AAfinal
56.0,Zoja SZEKELY,HUN,4.2,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.866,2023,qual
83.0,Nikolett SZILAGYI,HUN,4.2,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.733,2022,qual
15.0,Nina Sabic,none,3.8,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.466,2023,qual
15.0,Nina Sabic,none,3.8,8.566,0.3,0.0,0.0,0.0,0.0,0.0,12.066,2023,qual
9.0,Protistha Samanta,IND,4.0,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.633,2022,qual
9.0,Protistha Samanta,IND,4.4,8.433,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2022,qual
5.0,Protistha Samanta,IND,4.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2022,qual
4.0,Protistha Samanta,IND,4.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2022,final
5.0,Protistha Samanta,IND,4.4,8.466,0.1,0.0,0.0,0.0,0.0,0.0,12.766,2022,qual
4.0,Protistha Samanta,IND,4.4,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2022,final
11.0,Bianka Schermann,HUN,4.2,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.933,2022,qual
11.0,Bianka Schermann,HUN,3.8,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.433,2022,qual
9.0,Bianka Schermann,HUN,3.6,8.433,0.0,0.0,0.0,0.0,0.0,0.0,12.033,2022,qual
5.0,Bianka Schermann,HUN,4.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2022,final
5.0,Bianka Schermann,HUN,3.8,8.8,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2022,final
9.0,Bianka Schermann,HUN,3.8,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.366,2022,qual
5.0,Arina Semukhina,RUS,4.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2022,qual
5.0,Arina Semukhina,RUS,4.2,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.966,2022,final
5.0,Arina Semukhina,RUS,3.8,8.233,0.0,0.0,0.0,0.0,0.0,0.0,12.033,2022,qual
5.0,Arina Semukhina,RUS,3.8,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.433,2022,final
4.0,Adeliina Siikala,FIN,4.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2023,final
5.0,Adeliina Siikala,FIN,4.2,8.667,0.0,0.0,0.0,0.0,0.0,0.0,12.867,2023,qual
5.0,Adeliina Siikala,FIN,3.8,8.767,0.0,0.0,0.0,0.0,0.0,0.0,12.567,2023,qual
4.0,Adeliina Siikala,FIN,3.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2023,final
7.0,Floor Slooff,none,4.2,8.933,0.0,0.0,0.0,0.0,0.0,0.0,13.133,2023,final
6.0,Floor Slooff,none,4.2,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.966,2023,qual
7.0,Floor Slooff,none,3.8,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.433,2023,final
6.0,Floor Slooff,none,3.8,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.466,2023,qual
6.0,Ioana Stanciulescu,ROU,4.2,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.966,2022,final
8.0,Ioana Stanciulescu,ROU,4.2,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.966,2022,qual
6.0,Ioana Stanciulescu,ROU,3.8,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.433,2022,final
8.0,Ioana Stanciulescu,ROU,3.8,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.566,2022,qual
16.0,Tara Stefanovic,none,3.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2023,qual
16.0,Tara Stefanovic,none,3.4,8.566,0.0,0.0,0.0,0.0,0.0,0.0,11.966,2023,qual
5.0,Poppy Stickler,GBR,4.2,8.966,0.0,0.0,0.0,0.0,0.0,0.0,13.166,2023,final
4.0,Poppy Stickler,GBR,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
5.0,Poppy Stickler,GBR,3.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2023,final
4.0,Poppy Stickler,GBR,3.8,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.566,2023,qual
13.0,Nikolett Szilagyi,HUN,3.6,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.366,2023,qual
13.0,Nikolett Szilagyi,HUN,3.4,8.833,0.0,0.0,0.0,0.0,0.0,0.0,12.233,2023,qual
10.0,Nikolett Szilagyi,HUN,3.6,8.8,0.0,0.0,0.0,0.0,0.0,0.0,12.4,2023,qual
10.0,Nikolett Szilagyi,HUN,3.4,8.833,0.0,0.0,0.0,0.0,0.0,0.0,12.233,2023,qual
22.0,Nancy TAMAN,EGY,5.0,8.733,0.0,0.0,0.0,0.0,0.0,0.0,13.733,2022,qual
19.0,Nancy TAMAN,EGY,3.8,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.333,2022,qual
7.0,Nancy TAMAN,EGY,4.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2023,final
6.0,Nancy TAMAN,EGY,4.2,8.766,0.1,0.0,0.0,0.0,0.0,0.0,12.866,2023,qual
7.0,Nancy TAMAN,EGY,3.8,8.733,0.3,0.0,0.0,0.0,0.0,0.0,12.233,2023,final
6.0,Nancy TAMAN,EGY,3.8,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.466,2023,qual
19.0,Nancy TAMAN,EGY,4.2,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.866,2023,qual
19.0,Nancy TAMAN,EGY,3.6,7.666,0.0,0.0,0.0,0.0,0.0,0.0,11.266,2023,qual
2.0,Nancy TAMAN,EGY,5.0,8.566,0.0,0.0,0.0,0.0,0.0,0.0,13.566,2023,qual
2.0,Nancy TAMAN,EGY,4.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2023,qual
57.0,Xijing TANG,CHN,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2022,qual
64.0,Kaia TANSKANEN,FIN,4.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2022,qual
30.0,Kaia TANSKANEN,FIN,4.6,8.6,0.1,0.0,0.0,0.0,0.0,0.0,13.1,2022,qual
12.0,Kaia TANSKANEN,FIN,4.4,8.666,0.1,0.0,0.0,0.0,0.0,0.0,12.966,2022,qual
14.0,Kaia TANSKANEN,FIN,4.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2023,AAfinal
44.0,Kaia TANSKANEN,FIN,4.4,8.633,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2023,qual
40.0,Bilge TARHAN,TUR,4.2,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.866,2022,qual
18.0,Bilge TARHAN,TUR,4.0,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.633,2022,qual
4.0,Bilge TARHAN,TUR,4.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2023,final
4.0,Bilge TARHAN,TUR,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
4.0,Bilge TARHAN,TUR,4.0,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.733,2023,final
4.0,Bilge TARHAN,TUR,4.0,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.566,2023,qual
3.0,Bilge TARHAN,TUR,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,AAfinal
17.0,Bilge TARHAN,TUR,4.2,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.96,2023,qual
4.0,Bilge TARHAN,TUR,4.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2023,final
6.0,Bilge TARHAN,TUR,4.0,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2023,qual
60.0,Bilge TARHAN,TUR,4.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2023,qual
5.0,Bilge TARHAN,TUR,4.0,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.633,2023,final
7.0,Bilge TARHAN,TUR,4.0,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.733,2023,qual
9.0,Nazanin TEYMUROVA,AZE,4.0,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.666,2023,qual
9.0,Nazanin TEYMUROVA,AZE,3.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2023,qual
19.0,Nazanin TEYMUROVA,AZE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
19.0,Nazanin TEYMUROVA,AZE,4.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2023,qual
70.0,Nazanin TEYMUROVA,AZE,4.0,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.666,2023,qual
4.0,Nazanin TEYMUROVA,AZE,4.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2023,final
5.0,Nazanin TEYMUROVA,AZE,4.0,8.9,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2023,qual
4.0,Nazanin TEYMUROVA,AZE,3.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2023,final
5.0,Nazanin TEYMUROVA,AZE,3.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2023,qual
10.0,Nazanin TEYMUROVA,AZE,4.0,8.833,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2023,qual
10.0,Nazanin TEYMUROVA,AZE,3.4,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.066,2023,qual
13.0,Nazanin TEYMUROVA,AZE,4.0,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.533,2023,qual
13.0,Nazanin TEYMUROVA,AZE,3.8,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.366,2023,qual
13.0,Nazanin TEYMUROVA,AZE,3.4,8.533,0.0,0.0,0.0,0.0,0.0,0.0,11.933,2023,qual
5.0,Keira THORNTON,GBR,4.2,8.55,0.0,0.0,0.0,0.0,0.0,0.0,12.75,2022,final
23.0,Keira THORNTON,GBR,4.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2022,qual
5.0,Keira THORNTON,GBR,3.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.6,2022,final
23.0,Keira THORNTON,GBR,3.6,9.1,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2022,qual
20.0,Eythora THORSDOTTIR,NED,5.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.8,2022,qual
5.0,Eythora THORSDOTTIR,NED,5.0,8.933,0.0,0.0,0.0,0.0,0.0,0.0,13.933,2023,AAfinal
8.0,Eythora THORSDOTTIR,NED,5.0,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.866,2023,qual
5.0,Eythora THORSDOTTIR,NED,5.0,8.733,0.0,0.0,0.0,0.0,0.0,0.0,13.733,2023,qual
5.0,Eythora THORSDOTTIR,NED,4.4,7.633,0.3,0.0,0.0,0.0,0.0,0.0,11.733,2023,qual
17.0,Hua TING,TPE,3.4,8.566,0.0,0.0,0.0,0.0,0.0,0.0,11.966,2023,AAfinal
32.0,Hua TING,TPE,3.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2023,qual
114.0,Hua Tien TING,TPE,4.2,8.4,0.3,0.0,0.0,0.0,0.0,0.0,12.3,2022,qual
32.0,Emily TODD,GBR,3.8,8.85,0.0,0.0,0.0,0.0,0.0,0.0,12.65,2022,qual
105.0,Juliane TOESSEBRO,NOR,4.2,8.233,0.0,0.0,0.0,0.0,0.0,0.0,12.433,2022,qual
75.0,Juliane TOESSEBRO,NOR,4.2,8.4,0.3,0.0,0.0,0.0,0.0,0.0,12.3,2022,qual
16.0,Juliane TOESSEBRO,NOR,4.2,7.433,0.0,0.0,0.0,0.0,0.0,0.0,11.633,2023,qual
16.0,Juliane TOESSEBRO,NOR,3.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2023,qual
72.0,Ylea TOLLET,BEL,4.2,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2022,qual
5.0,Aurelie TRAN,CAN,4.2,9.3,0.0,0.0,0.0,0.0,0.0,0.0,13.5,2023,qual
5.0,Aurelie TRAN,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
116.0,Lucie TRNKOVA,CZE,3.2,8.4,0.3,0.0,0.0,0.0,0.0,0.0,11.3,2022,qual
85.0,Maria TRONRUD,NOR,4.2,8.5,0.0,0.0,0.0,0.0,0.0,0.0,12.7,2022,qual
40.0,Maria TRONRUD,NOR,4.2,8.666,0.0,0.0,0.0,0.0,0.0,0.0,12.866,2022,qual
6.0,Maria TRONRUD,NOR,4.2,8.866,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2023,final
8.0,Maria TRONRUD,NOR,4.2,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2023,qual
6.0,Maria TRONRUD,NOR,3.4,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.133,2023,final
8.0,Maria TRONRUD,NOR,3.4,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.166,2023,qual
9.0,Maria TRONRUD,NOR,4.2,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.966,2023,qual
9.0,Maria TRONRUD,NOR,3.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2023,qual
22.0,Maria TRONRUD,NOR,4.2,8.633,0.1,0.0,0.0,0.0,0.0,0.0,12.733,2023,AAfinal
57.0,Maria TRONRUD,NOR,4.2,8.733,0.1,0.0,0.0,0.0,0.0,0.0,12.833,2023,qual
72.0,Zala TRTNIK,SLO,4.2,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2022,qual
52.0,Zala TRTNIK,SLO,4.2,8.533,0.0,0.0,0.0,0.0,0.0,0.0,12.733,2022,qual
112.0,Zala TRTNIK,SLO,4.2,7.633,0.1,0.0,0.0,0.0,0.0,0.0,11.733,2023,qual
64.0,Magdalini TSIORI,GRE,4.2,8.633,0.1,0.0,0.0,0.0,0.0,0.0,12.733,2023,qual
64.0,Andy TURISKI,ISR,3.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2022,qual
110.0,Andy TURISKI,ISR,3.8,8.266,0.3,0.0,0.0,0.0,0.0,0.0,11.766,2023,qual
28.0,Sydney TURNER,CAN,4.2,8.65,0.0,0.0,0.0,0.0,0.0,0.0,12.85,2023,qual
28.0,Sydney TURNER,CAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
8.0,Nancy Taman,EGY,4.2,8.566,0.3,0.0,0.0,0.0,0.0,0.0,12.466,2022,qual
8.0,Nancy Taman,EGY,5.0,7.933,0.6,0.0,0.0,0.0,0.0,0.0,12.333,2022,final
8.0,Nancy Taman,EGY,3.8,8.466,0.0,0.0,0.0,0.0,0.0,0.0,12.266,2022,final
8.0,Nancy Taman,EGY,4.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,12.1,2022,qual
5.0,Bilge Tarhan,TUR,4.2,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2023,qual
8.0,Bilge Tarhan,TUR,4.2,8.633,0.0,0.0,0.0,0.0,0.0,0.0,12.833,2023,final
5.0,Bilge Tarhan,TUR,4.0,8.733,0.0,0.0,0.0,0.0,0.0,0.0,12.733,2023,qual
8.0,Bilge Tarhan,TUR,4.0,8.433,0.1,0.0,0.0,0.0,0.0,0.0,12.333,2023,final
12.0,Nazanin Teymurova,AZE,4.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2023,qual
12.0,Nazanin Teymurova,AZE,3.4,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.1,2023,qual
5.0,Maria Tronrud,NOR,4.2,8.7,0.1,0.0,0.0,0.0,0.0,0.0,12.8,2022,final
5.0,Maria Tronrud,NOR,4.2,8.6,0.0,0.0,0.0,0.0,0.0,0.0,12.8,2022,qual
5.0,Maria Tronrud,NOR,3.4,8.766,0.0,0.0,0.0,0.0,0.0,0.0,12.166,2022,qual
5.0,Maria Tronrud,NOR,3.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,12.2,2022,final
9.0,Andy Turiski,ISR,3.8,8.667,0.1,0.0,0.0,0.0,0.0,0.0,12.367,2023,qual
9.0,Andy Turiski,ISR,3.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.3,2023,qual
65.0,Goksu UCTAS SANLI,TUR,4.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,12.5,2022,qual
67.0,Brygida URBANSKA,POL,4.2,8.266,0.0,0.0,0.0,0.0,0.0,0.0,12.466,2022,qual
88.0,Brygida URBANSKA,POL,3.6,8.566,0.0,0.0,0.0,0.0,0.0,0.0,12.166,2023,qual
88.0,Elena USAKOVA,SVK,3.4,8.533,0.0,0.0,0.0,0.0,0.0,0.0,11.933,2022,qual
20.0,Kohane USHIOKU,JPN,5.0,7.466,0.3,0.0,0.0,0.0,0.0,0.0,12.166,2023,qual
20.0,Kohane USHIOKU,JPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023,qual
3.0,Kohane USHIOKU,JPN,4.8,8.833,0.0,0.0,0.0,0.0,0.0,0.0,13.63,2023,qual
3.0,Kohane USHIOKU,JPN,4.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2023,qual
5.0,Lisa VAELEN,BEL,5.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,14.2,2022,AAfinal
15.0,Lisa VAELEN,BEL,5.4,8.666,0.1,0.0,0.0,0.0,0.0,0.0,13.966,2022,qual
6.0,Lisa VAELEN,BEL,4.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,13.2,2022,final
8.0,Lisa VAELEN,BEL,4.4,8.633,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2022,qual
2.0,Lisa VAELEN,BEL,5.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,14.2,2022,qual
4.0,Lisa VAELEN,BEL,5.4,8.8,0.0,0.0,0.0,0.0,0.0,0.0,14.2,2022,TeamFinal
4.0,Lisa VAELEN,BEL,4.4,8.633,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2022,final
5.0,Lisa VAELEN,BEL,4.4,8.633,0.0,0.0,0.0,0.0,0.0,0.0,13.033,2022,qual
1.0,Lisa VAELEN,BEL,5.4,8.933,0.0,0.0,0.0,0.0,0.0,0.0,14.333,2023,AAfinal
4.0,Lisa VAELEN,BEL,5.4,8.766,0.0,0.0,0.0,0.0,0.0,0.0,14.166,2023,qual
3.0,Lisa VAELEN,BEL,4.4,8.733,0.0,0.0,0.0,0.0,0.0,0.0,13.133,2023,final
2.0,Lisa VAELEN,BEL,4.4,8.666,0.0,0.0,0.0,0.0,0.0,0.0,13.066,2023,qual
68.0,Olivia VAETTOE,FIN,4.2,8.6,0.1,0.0,0.0,0.0,0.0,0.0,12.7,2023,qual
4.0,Yiseth VALENZUELA,COL,4.2,8.7,0.0,0.0,0.0,0.0,0.0,0.0,12.9,2023,AAfinal
